Epoch,Loss,Accuracy,Sensitivity,Specificity,Precision,F1,Validation Loss,Validation Accuracy,Validation Sensitivity,Validation Specificity,Validation Precision,Validation F1
1,0.16479458717008433,0.9355102040816327,0.8880534670008354,0.9584342211460856,0.9116638078902229,0.8997037663986458,0.7642737381041996,0.746031746031746,0.9259259259259259,0.6111111111111112,0.6410256410256411,0.7575757575757576
2,0.050479214104006485,0.9842176870748299,0.9774436090225563,0.9874899112187248,0.974188176519567,0.97581317764804,2.1414668673560735,0.5396825396825397,1.0,0.19444444444444445,0.48214285714285715,0.6506024096385542
3,0.030668310791152675,0.990204081632653,0.9891395154553049,0.9907183212267958,0.9809444904722452,0.9850249584026622,1.8680076826186407,0.6190476190476191,0.9629629629629629,0.3611111111111111,0.5306122448979592,0.6842105263157895
4,0.016899009461001473,0.9951020408163266,0.9924812030075187,0.9963680387409201,0.9924812030075187,0.9924812030075187,1.992857433500744,0.6031746031746031,0.9629629629629629,0.3333333333333333,0.52,0.6753246753246753
5,0.022096779211044158,0.9948299319727891,0.9891395154553049,0.9975786924939467,0.9949579831932773,0.9920402178466695,1.8191673698879423,0.6190476190476191,0.9629629629629629,0.3611111111111111,0.5306122448979592,0.6842105263157895
6,0.012529646362507476,0.9964625850340136,0.9949874686716792,0.9971751412429378,0.9941569282136895,0.9945720250521921,1.33118877252416,0.6666666666666666,0.9629629629629629,0.4444444444444444,0.5652173913043478,0.7123287671232876
7,0.010076533006757598,0.9978231292517007,0.9966583124477861,0.9983857949959645,0.9966583124477861,0.9966583124477861,2.73926437847198,0.5555555555555556,1.0,0.2222222222222222,0.4909090909090909,0.6585365853658537
8,0.011499550817676877,0.9978231292517007,0.9974937343358395,0.9979822437449556,0.9958298582151793,0.996661101836394,1.5820621043916732,0.6031746031746031,0.9629629629629629,0.3333333333333333,0.52,0.6753246753246753
9,0.01324153230421017,0.9964625850340136,0.9949874686716792,0.9971751412429378,0.9941569282136895,0.9945720250521921,2.2198939172048417,0.6190476190476191,0.9259259259259259,0.3888888888888889,0.5319148936170213,0.6756756756756757
10,0.01483493553172816,0.9956462585034014,0.9933166248955723,0.9967715899919289,0.9933166248955723,0.9933166248955723,1.9825296137068007,0.6031746031746031,0.9629629629629629,0.3333333333333333,0.52,0.6753246753246753
11,0.3938639286018553,0.8326118326118326,0.7702020202020202,0.8742183742183742,0.8032355154251317,0.7863720073664825,0.3394206826175962,0.873015873015873,0.8148148148148148,0.9166666666666666,0.88,0.8461538461538461
12,0.31551304541710995,0.8704184704184704,0.8203463203463204,0.9037999037999038,0.8504113687359761,0.8351083363936834,0.37988609075546265,0.8412698412698413,0.9259259259259259,0.7777777777777778,0.7575757575757576,0.8333333333333334
13,0.2738905402575048,0.8825396825396825,0.841991341991342,0.9095719095719096,0.8612546125461255,0.8515140459686246,0.38103955511062865,0.8095238095238095,0.9259259259259259,0.7222222222222222,0.7142857142857143,0.8064516129032258
14,0.2348356654461672,0.9040404040404041,0.8715728715728716,0.9256854256854257,0.8866055045871559,0.879024922685101,0.3412986468701136,0.873015873015873,0.8518518518518519,0.8888888888888888,0.8518518518518519,0.8518518518518519
15,0.19806065942559922,0.918037518037518,0.887085137085137,0.9386724386724387,0.9060427413411938,0.8964637258476121,0.3203384540383778,0.873015873015873,0.8888888888888888,0.8611111111111112,0.8275862068965517,0.8571428571428571
16,0.15802026343589695,0.937950937950938,0.9177489177489178,0.9514189514189514,0.9264384559359068,0.9220732149329467,0.3448146567458198,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8571428571428571,0.8727272727272727
17,0.12916006358853752,0.9510822510822511,0.9354256854256854,0.9615199615199616,0.9418815837268435,0.9386425339366515,0.46221481713037643,0.8571428571428571,0.8148148148148148,0.8888888888888888,0.8461538461538461,0.8301886792452831
18,0.09608474496058571,0.9637806637806637,0.9534632034632035,0.9706589706589707,0.955877034358047,0.9546685931009572,0.39728887793090606,0.9047619047619048,0.8518518518518519,0.9444444444444444,0.92,0.8846153846153846
19,0.08404971363700249,0.9707070707070707,0.9635642135642135,0.9754689754689755,0.9632167327803822,0.9633904418394951,0.5872773647397047,0.8095238095238095,0.8888888888888888,0.75,0.7272727272727273,0.8
20,0.059186399839200286,0.9784992784992785,0.9722222222222222,0.9826839826839827,0.9739790386700398,0.9730998375157971,0.5280632000593912,0.873015873015873,0.8518518518518519,0.8888888888888888,0.8518518518518519,0.8518518518518519
