Epoch,Loss,Accuracy,Sensitivity,Specificity,Precision,F1,Validation Loss,Validation Accuracy,Validation Sensitivity,Validation Specificity,Validation Precision,Validation F1
1,0.21594680238109665,0.9126530612244897,0.8312447786131997,0.9519774011299436,0.8931777378815081,0.8610990913024664,0.4540603682398796,0.8571428571428571,0.9629629629629629,0.7777777777777778,0.7647058823529411,0.8524590163934426
2,0.04724600949679457,0.9850340136054422,0.9699248120300752,0.9923325262308313,0.9838983050847457,0.976861590239798,0.7722682704528173,0.7142857142857143,0.8888888888888888,0.5833333333333334,0.6153846153846154,0.7272727272727273
3,0.02394162869752467,0.9923809523809524,0.985797827903091,0.9955609362389023,0.9907640638119227,0.9882747068676717,0.9454683704035622,0.7301587301587301,0.8518518518518519,0.6388888888888888,0.6388888888888888,0.7301587301587301
4,0.014978596787316865,0.9961904761904762,0.9933166248955723,0.9975786924939467,0.994979079497908,0.9941471571906354,1.517940995239076,0.6507936507936508,0.9259259259259259,0.4444444444444444,0.5555555555555556,0.6944444444444444
5,0.009423683057048162,0.9972789115646259,0.9949874686716792,0.9983857949959645,0.9966527196652719,0.995819397993311,1.432319686526344,0.5714285714285714,1.0,0.25,0.5,0.6666666666666666
6,0.02013113264428439,0.9940136054421769,0.9908103592314118,0.9955609362389023,0.9908103592314118,0.9908103592314118,2.6978910764058432,0.5396825396825397,1.0,0.19444444444444445,0.48214285714285715,0.6506024096385542
7,0.01658400149681751,0.9964625850340136,0.9958228905597326,0.9967715899919289,0.9933333333333333,0.9945765540258656,0.3327330959931252,0.8571428571428571,1.0,0.75,0.75,0.8571428571428571
8,0.017470336722995656,0.9953741496598639,0.9916457811194653,0.9971751412429378,0.9941373534338358,0.9928900041823505,1.3095127750956823,0.6984126984126984,0.9259259259259259,0.5277777777777778,0.5952380952380952,0.7246376811594203
9,0.01401776378456389,0.9959183673469387,0.9941520467836257,0.9967715899919289,0.993322203672788,0.9937369519832986,1.211068181764512,0.6507936507936508,0.9629629629629629,0.4166666666666667,0.5531914893617021,0.7027027027027027
10,0.023381708481897075,0.9912925170068028,0.9849624060150376,0.9943502824858758,0.9882648784576697,0.9866108786610879,1.3673653432301112,0.5873015873015873,0.9629629629629629,0.3055555555555556,0.5098039215686274,0.6666666666666666
11,0.3873638682379179,0.8480519480519481,0.7741702741702742,0.8973063973063973,0.8340458608628061,0.8029934518241347,0.2697025849705651,0.9047619047619048,0.9259259259259259,0.8888888888888888,0.8620689655172413,0.8928571428571429
12,0.32066353851066526,0.8721500721500721,0.8131313131313131,0.9114959114959115,0.8596491228070176,0.8357434186132741,0.323797426763035,0.873015873015873,0.7777777777777778,0.9444444444444444,0.9130434782608695,0.84
13,0.284172618625656,0.8855699855699856,0.8351370851370852,0.9191919191919192,0.8732553753300641,0.8537709754748294,0.3042219100253923,0.8571428571428571,0.8888888888888888,0.8333333333333334,0.8,0.8421052631578947
14,0.2424692562701984,0.9040404040404041,0.8683261183261183,0.9278499278499278,0.889176209826376,0.8786274867676583,0.3700300801604513,0.8571428571428571,0.8148148148148148,0.8888888888888888,0.8461538461538461,0.8301886792452831
15,0.2080992036137574,0.9154401154401154,0.8888888888888888,0.9331409331409332,0.8986141502552881,0.8937250634747914,0.4292876285219949,0.7936507936507936,0.9629629629629629,0.6666666666666666,0.6842105263157895,0.8
16,0.160469810119568,0.9347763347763348,0.9090909090909091,0.9518999518999519,0.9264705882352942,0.9176984705025492,0.5143870888721376,0.8253968253968254,0.9259259259259259,0.75,0.7352941176470589,0.819672131147541
17,0.12174940657456544,0.9555555555555556,0.9375901875901876,0.9675324675324676,0.9506217995610826,0.9440610243370868,0.3015824080932708,0.9206349206349206,0.9259259259259259,0.9166666666666666,0.8928571428571429,0.9090909090909091
18,0.10081889850408655,0.9633477633477634,0.9498556998556998,0.9723424723424724,0.9581513828238719,0.9539855072463768,0.6407151428006944,0.8571428571428571,0.9629629629629629,0.7777777777777778,0.7647058823529411,0.8524590163934426
19,0.07730308006185646,0.973015873015873,0.9657287157287158,0.9778739778739779,0.9667750090285302,0.9662515791373398,0.5186943679693199,0.8253968253968254,0.7777777777777778,0.8611111111111112,0.8076923076923077,0.7924528301886793
20,0.06950249181251333,0.9751803751803751,0.9682539682539683,0.9797979797979798,0.9696531791907514,0.9689530685920578,0.2964055299285858,0.873015873015873,0.9259259259259259,0.8333333333333334,0.8064516129032258,0.8620689655172413
