Epoch,Loss,Accuracy,Sensitivity,Specificity,Precision,F1,Validation Loss,Validation Accuracy,Validation Sensitivity,Validation Specificity,Validation Precision,Validation F1
1,0.2333728969380969,0.9069387755102041,0.860484544695071,0.9293785310734464,0.8547717842323651,0.8576186511240633,1.2207926095478119,0.6349206349206349,0.9259259259259259,0.4166666666666667,0.5434782608695652,0.684931506849315
2,0.07330146640944643,0.9817687074829932,0.974937343358396,0.9850686037126715,0.9692691029900332,0.9720949604331528,1.4770412709977891,0.6031746031746031,0.9629629629629629,0.3333333333333333,0.52,0.6753246753246753
3,0.04167507356317828,0.9904761904761905,0.9866332497911445,0.9923325262308313,0.9841666666666666,0.985398414685023,2.2989024094172885,0.5396825396825397,1.0,0.19444444444444445,0.48214285714285715,0.6506024096385542
4,0.036039742226047174,0.9899319727891156,0.9832915622389307,0.9931396287328491,0.9857621440536013,0.9845253032204099,1.2060418554714747,0.7142857142857143,0.9259259259259259,0.5555555555555556,0.6097560975609756,0.7352941176470589
5,0.021014513546208136,0.9951020408163266,0.9916457811194653,0.9967715899919289,0.9933054393305439,0.9924749163879598,1.796941778016469,0.6190476190476191,0.9259259259259259,0.3888888888888889,0.5319148936170213,0.6756756756756757
6,0.021212135393609655,0.9953741496598639,0.9933166248955723,0.9963680387409201,0.9924874791318865,0.992901878914405,1.566764079389118,0.6349206349206349,0.9259259259259259,0.4166666666666667,0.5434782608695652,0.684931506849315
7,0.00919569324600656,0.9989115646258503,0.9991645781119465,0.9987893462469734,0.9974979149291076,0.998330550918197,1.5300291488094935,0.6666666666666666,0.9629629629629629,0.4444444444444444,0.5652173913043478,0.7123287671232876
8,0.01714443367456092,0.9951020408163266,0.9924812030075187,0.9963680387409201,0.9924812030075187,0.9924812030075187,2.3313558707161555,0.6031746031746031,1.0,0.3055555555555556,0.5192307692307693,0.6835443037974683
9,0.01214103620144583,0.9972789115646259,0.9966583124477861,0.9975786924939467,0.9949958298582152,0.9958263772954925,2.1016346878475614,0.5873015873015873,0.9629629629629629,0.3055555555555556,0.5098039215686274,0.6666666666666666
10,0.017623013130446175,0.9956462585034014,0.9941520467836257,0.9963680387409201,0.9924937447873228,0.993322203672788,1.5448480371444944,0.6190476190476191,1.0,0.3333333333333333,0.5294117647058824,0.6923076923076923
11,0.3975367996857796,0.8350649350649351,0.7673160173160173,0.8802308802308803,0.8102857142857143,0.7882156753752084,0.2543972610008149,0.9047619047619048,0.9629629629629629,0.8611111111111112,0.8387096774193549,0.896551724137931
12,0.328901296368065,0.8647907647907648,0.806998556998557,0.9033189033189033,0.8476695718075028,0.8268342265754943,0.43847014222826275,0.8253968253968254,0.8888888888888888,0.7777777777777778,0.75,0.8135593220338984
13,0.2884578280226149,0.8848484848484849,0.8336940836940837,0.918951418951419,0.8727341389728097,0.8527675276752767,0.2933009602720775,0.9047619047619048,0.9259259259259259,0.8888888888888888,0.8620689655172413,0.8928571428571429
14,0.24663272166966016,0.8998556998556999,0.8607503607503607,0.9259259259259259,0.8856718634001485,0.8730332967435053,0.5798745618926154,0.746031746031746,0.9629629629629629,0.5833333333333334,0.6341463414634146,0.7647058823529411
15,0.21641928688186243,0.915007215007215,0.8791486291486291,0.9389129389129389,0.9056112969156448,0.8921837818048691,0.6164856352030285,0.7936507936507936,0.9629629629629629,0.6666666666666666,0.6842105263157895,0.8
16,0.18773153615849358,0.9287157287157287,0.8971861471861472,0.9497354497354498,0.9224777448071216,0.909656181419166,0.4655975912298475,0.873015873015873,1.0,0.7777777777777778,0.7714285714285715,0.8709677419354839
17,0.14711972054142455,0.946031746031746,0.9206349206349206,0.9629629629629629,0.943089430894309,0.9317269076305221,0.33220696744937744,0.8888888888888888,0.9629629629629629,0.8333333333333334,0.8125,0.8813559322033898
18,0.13666240140301153,0.9479076479076479,0.9256854256854257,0.9627224627224628,0.9430356486585814,0.9342799927180048,0.3535169918858816,0.8571428571428571,0.9259259259259259,0.8055555555555556,0.78125,0.847457627118644
19,0.11497107416842924,0.96002886002886,0.9448051948051948,0.9701779701779701,0.954794021144732,0.9497733454215775,0.2587960396139395,0.9206349206349206,0.9259259259259259,0.9166666666666666,0.8928571428571429,0.9090909090909091
20,0.0926425777472459,0.9662337662337662,0.9534632034632035,0.9747474747474747,0.9617903930131004,0.9576086956521739,0.41634322868453133,0.8571428571428571,0.8888888888888888,0.8333333333333334,0.8,0.8421052631578947
