Epoch,Loss,Accuracy,Sensitivity,Specificity,Precision,F1,Validation Loss,Validation Accuracy,Validation Sensitivity,Validation Specificity,Validation Precision,Validation F1
1,0.2894186790926116,0.8753741496598639,0.7702589807852965,0.9261501210653753,0.8343891402714932,0.8010425716768028,1.2953734227589198,0.6031746031746031,0.8888888888888888,0.3888888888888889,0.5217391304347826,0.6575342465753424
2,0.10192114483134276,0.966530612244898,0.9465329991645781,0.9761904761904762,0.950503355704698,0.9485140226035998,1.59691603647338,0.6825396825396826,0.9259259259259259,0.5,0.5813953488372093,0.7142857142857143
3,0.05783636924563622,0.9795918367346939,0.9665831244778613,0.9858757062146892,0.9706375838926175,0.9686061113436585,1.121864776053126,0.6507936507936508,0.8888888888888888,0.4722222222222222,0.5581395348837209,0.6857142857142857
4,0.040832547602706215,0.986938775510204,0.9807852965747702,0.989911218724778,0.9791492910758965,0.9799666110183639,1.7507689774982513,0.6031746031746031,0.8888888888888888,0.3888888888888889,0.5217391304347826,0.6575342465753424
5,0.03605122054439215,0.9899319727891156,0.9866332497911445,0.9915254237288136,0.9825291181364393,0.9845769070446019,0.8126621298373692,0.7301587301587301,0.8888888888888888,0.6111111111111112,0.631578947368421,0.7384615384615385
6,0.023154659091691378,0.9929251700680272,0.9899749373433584,0.9943502824858758,0.9883236030025021,0.9891485809682805,2.4270419601410156,0.5714285714285714,0.8888888888888888,0.3333333333333333,0.5,0.64
7,0.01915283962856142,0.9945578231292517,0.9933166248955723,0.9951573849878934,0.9900083263946711,0.9916597164303587,2.237607337179638,0.5873015873015873,0.9259259259259259,0.3333333333333333,0.5102040816326531,0.6578947368421053
8,0.0218689358627525,0.9929251700680272,0.9891395154553049,0.9947538337368845,0.9891395154553049,0.9891395154553049,1.419659711716194,0.7301587301587301,0.9259259259259259,0.5833333333333334,0.625,0.746268656716418
9,0.012948513841953408,0.9959183673469387,0.9924812030075187,0.9975786924939467,0.9949748743718593,0.9937264742785445,2.3009535831118386,0.5873015873015873,0.9259259259259259,0.3333333333333333,0.5102040816326531,0.6578947368421053
10,0.028141021572598287,0.9926530612244898,0.9883040935672515,0.9947538337368845,0.9891304347826086,0.9887170915169243,2.8045582127949547,0.5079365079365079,0.8888888888888888,0.2222222222222222,0.46153846153846156,0.6075949367088608
11,0.42028298710417783,0.8177489177489178,0.7453102453102453,0.8660413660413661,0.7876477316050324,0.7658943466172382,0.2753195380644193,0.8888888888888888,0.9259259259259259,0.8611111111111112,0.8333333333333334,0.8771929824561403
12,0.3336726950747626,0.8658008658008658,0.8084415584415584,0.9040404040404041,0.8488636363636364,0.8281596452328159,0.3976580091412105,0.8253968253968254,0.9259259259259259,0.75,0.7352941176470589,0.819672131147541
13,0.3019431324490221,0.8750360750360751,0.8174603174603174,0.9134199134199135,0.8629093678598629,0.8395702111893294,0.3025273489100592,0.9047619047619048,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8888888888888888
14,0.26736633629466894,0.8923520923520923,0.8517316017316018,0.9194324194324194,0.8757418397626113,0.8635698610095098,0.3848589445863451,0.8253968253968254,0.8518518518518519,0.8055555555555556,0.7666666666666667,0.8070175438596491
15,0.23054128331689952,0.908080808080808,0.8668831168831169,0.9355459355459356,0.899663047547735,0.8829689509461693,0.32998442460620214,0.8253968253968254,0.9259259259259259,0.75,0.7352941176470589,0.819672131147541
16,0.21126307356258664,0.9171717171717172,0.8820346320346321,0.9405964405964405,0.9082466567607727,0.8949487554904831,0.2815186239424206,0.873015873015873,0.8518518518518519,0.8888888888888888,0.8518518518518519,0.8518518518518519
17,0.18222484335916125,0.9262626262626262,0.8997113997113997,0.943963443963444,0.9145581224789145,0.9070740134569922,0.49452462295691174,0.8571428571428571,0.9629629629629629,0.7777777777777778,0.7647058823529411,0.8524590163934426
18,0.1537597435119348,0.9398268398268398,0.9202741702741702,0.9528619528619529,0.9286494357480888,0.9244428338467113,0.4687069635542612,0.8412698412698413,0.9629629629629629,0.75,0.7428571428571429,0.8387096774193549
19,0.12974137521683524,0.9489177489177489,0.9325396825396826,0.9598364598364598,0.9393168604651163,0.9359160028964518,0.427414761176185,0.873015873015873,0.9629629629629629,0.8055555555555556,0.7878787878787878,0.8666666666666667
20,0.11310543139635829,0.9575757575757575,0.9440836940836941,0.9665704665704665,0.9495645863570392,0.9468162083936325,0.5018060793952336,0.8412698412698413,0.8148148148148148,0.8611111111111112,0.8148148148148148,0.8148148148148148
